scandatum;scanzeit;messpunkt;messpunktname;tour;dispogebiet;sendungen;colli;gewicht;ladezeit
2026-02-01;00:00;MP4a;Sonderausgang;2879128T;WAB NV - großer NV;2;3;242.0;
2026-02-01;00:00;MP4a;Sonderausgang;2880968T;WAB NV - großer NV;6;12;3976.0;
2026-02-01;00:00;MP5;SE Entladung FV;;;148;1160;149394.6;
2026-02-01;00:00;MP7;SA Verladung FV;2879054T;WAB NV - großer NV;1;49;8351.0;
2026-02-01;00:00;MP7;SA Verladung FV;2879128T;WAB NV - großer NV;1;1;25.0;
2026-02-01;00:00;MP7;SA Verladung FV;2880241T;WAB NV - großer NV;1;9;2373.0;
2026-02-02;00:00;MP2;Nat. Eingang;;;7;64;6413.8;
2026-02-02;00:00;MP2;Nat. Eingang;2878182T;WAB NV - Abholer;1;2;494.1;
2026-02-02;00:00;MP2;Nat. Eingang;2878602T;NV DS Transporte;2;201;12297.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878603T;NV Fischer;6;10;834.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878604T;NV Fischer;2;2;260.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878605T;NV Fischer;7;42;5672.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878606T;NV Fischer;10;15;1580.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878607T;NV Fischer;5;10;1479.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878608T;NV DS Transporte;18;435;6092.2;
2026-02-02;00:00;MP2;Nat. Eingang;2878611T;NV Strauss;4;4;616.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878615T;NV Strauss;2;2;340.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878619T;NV Strauss;8;11;1113.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878620T;NV DS Transporte;1;9;1419.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878621T;NV DS Transporte;4;4;1351.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878623T;NV AS Transporte;9;30;2074.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878649T;NV DS Transporte;5;25;3506.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878650T;NV Strauss;2;2;111.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878651T;NV Strauss;2;5;691.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878652T;NV DS Transporte;1;1;35.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878654T;NV DS Transporte;10;24;7149.3;
2026-02-02;00:00;MP2;Nat. Eingang;2878655T;NV DS Transporte;3;3;1335.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878658T;NV DS Transporte;1;1;186.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878659T;NV Ciortan;3;3;968.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878662T;NV Ciortan;5;5;304.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878663T;NV AS Transporte;1;4;220.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878664T;NV AS Transporte;8;36;2459.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878665T;NV AS Transporte;11;25;2423.6;
2026-02-02;00:00;MP2;Nat. Eingang;2878668T;NV DS Transporte;6;9;666.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878670T;NV DS Transporte;3;12;1080.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878673T;NV AS Transporte;2;2;250.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878676T;NV AS Transporte;1;4;180.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878678T;NV AS Transporte;2;2;190.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878681T;NV Tiroch;11;13;1050.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878682T;NV Tiroch;7;10;671.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878683T;NV Tiroch;6;17;6009.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878688T;NV Tiroch;7;13;2827.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878689T;NV Tiroch;8;19;3300.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878693T;NV AS Transporte;1;1;21.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878694T;NV AS Transporte;4;7;1694.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878711T;NV Alexandru;6;14;1183.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878714T;NV Strauss;2;2;140.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878723T;NV AS Transporte;5;37;15829.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878724T;NV Bogos Transporte;4;39;1940.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878726T;NV Bogos Transporte;4;7;2090.8;
2026-02-02;00:00;MP2;Nat. Eingang;2878728T;NV Bogos Transporte;6;14;1557.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878730T;NV VP Logistik;4;4;311.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878731T;NV VP Logistik;7;16;4827.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878733T;NV VP Logistik;1;1;680.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878737T;NV Tuncay;6;6;712.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878738T;NV Tuncay;2;5;1800.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878739T;NV Guth;7;7;981.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878740T;NV Guth;4;4;804.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878742T;NV VP Logistik;7;7;820.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878744T;NV Silagi;2;2;372.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878945T;Hofmanagement;3;6;1521.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878979T;NV AS Transporte;6;51;13990.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878981T;NV AS Transporte;10;29;8412.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878983T;NV Ciortan;4;7;549.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878985T;NV Ciortan;3;26;6661.0;
2026-02-02;00:00;MP2;Nat. Eingang;2878992T;WAB NV - Abholer;8;8;781.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879002T;WAB NV - Abholer;22;244;8092.5;
2026-02-02;00:00;MP2;Nat. Eingang;2879024T;WAB NV - Abholer;9;9;1890.7;
2026-02-02;00:00;MP2;Nat. Eingang;2879034T;WAB NV - Abholer;16;47;23895.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879046T;WAB NV - Abholer;27;36;14377.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879056T;WAB NV - Abholer;31;31;7489.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879060T;WAB NV - Abholer;7;29;2059.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879066T;WAB NV - Abholer;32;78;2937.5;
2026-02-02;00:00;MP2;Nat. Eingang;2879076T;WAB NV - Abholer;16;16;2454.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879082T;WAB NV - Abholer;10;103;10920.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879090T;WAB NV - erweitert;3;3;310.8;
2026-02-02;00:00;MP2;Nat. Eingang;2879096T;WAB NV - Abholer;27;55;12125.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879106T;WAB NV - erweitert;1;1;150.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879110T;WAB NV - Abholer;18;24;3090.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879120T;WAB NV - Abholer;19;51;18723.5;
2026-02-02;00:00;MP2;Nat. Eingang;2879130T;WAB NV - Abholer;14;77;4076.3;
2026-02-02;00:00;MP2;Nat. Eingang;2879140T;WAB NV - Abholer;12;24;16247.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879150T;WAB NV - Abholer;11;28;14403.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879166T;WAB NV - Abholer;3;341;68504.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879170T;WAB NV - Abholer;21;43;10737.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879210T;WAB NV - Abholer;14;58;18045.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879236T;WAB NV - Abholer;4;21;11705.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879250T;WAB NV - Abholer;4;25;12687.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879270T;WAB NV - Abholer;33;66;10199.1;
2026-02-02;00:00;MP2;Nat. Eingang;2879276T;WAB NV - Abholer;7;62;18145.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879280T;WAB NV - Abholer;18;221;20701.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879284T;Sonderfahrten;1;1;95.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879331T;NV Ciortan;4;12;158.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879343T;NV Yeritsyan;2;2;94.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879345T;NV Yeritsyan;2;18;612.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879346T;NV Yeritsyan;6;54;2747.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879363T;WAB NV - Abholer;24;27;6546.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879365T;WAB NV - Abholer;19;77;7896.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879372T;WAB NV - Abholer;25;150;33171.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879376T;WAB NV - Abholer;23;86;14706.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879390T;WAB NV - Abholer;45;45;6032.8;
2026-02-02;00:00;MP2;Nat. Eingang;2879392T;WAB NV - Abholer;23;39;15569.7;
2026-02-02;00:00;MP2;Nat. Eingang;2879397T;WAB NV - Abholer;43;46;6230.6;
2026-02-02;00:00;MP2;Nat. Eingang;2879416T;WAB NV - Abholer;21;124;10142.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879426T;WAB NV - Abholer;8;190;27248.3;
2026-02-02;00:00;MP2;Nat. Eingang;2879428T;WAB NV - Abholer;14;121;12150.7;
2026-02-02;00:00;MP2;Nat. Eingang;2879430T;WAB NV - Abholer;15;15;750.9;
2026-02-02;00:00;MP2;Nat. Eingang;2879442T;WAB NV - Abholer;25;90;29536.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879444T;WAB NV - Abholer;22;89;37320.8;
2026-02-02;00:00;MP2;Nat. Eingang;2879446T;WAB NV - Abholer;27;66;18727.7;
2026-02-02;00:00;MP2;Nat. Eingang;2879452T;WAB NV - Abholer;3;104;20000.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879468T;WAB NV - Abholer;17;71;53021.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879502T;NV AS Transporte;9;35;5736.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879504T;NV Yeritsyan;3;3;957.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879523T;NV Yeritsyan;2;19;780.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879527T;NV LT Trans;2;10;1691.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879528T;NV LT Trans;5;8;1600.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879529T;NV LT Trans;4;15;1050.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879531T;NV LT Trans;4;18;4959.6;
2026-02-02;00:00;MP2;Nat. Eingang;2879533T;NV LT Trans;4;85;6247.2;
2026-02-02;00:00;MP2;Nat. Eingang;2879535T;NV Silagi;1;1;70.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879536T;NV Silagi;8;11;2215.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879540T;Sonderfahrten;3;9;2825.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879572T;WAB NV - Abholer;7;100;12902.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879584T;WAB NV - Abholer;21;138;31451.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879592T;NV Silagi;7;10;2370.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879593T;NV Silagi;2;2;706.0;
2026-02-02;00:00;MP2;Nat. Eingang;2879939T;NV AS Transporte;1;1;385.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880836T;NV VP Logistik;1;1;140.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880838T;NV VP Logistik;2;2;235.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880840T;NV Fischer;5;35;7092.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880843T;NV DS Transporte;4;7;478.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880845T;NV Tiroch;4;12;2730.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880849T;NV Tiroch;4;4;615.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880851T;NV AS Transporte;3;3;1575.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880852T;NV DS Transporte;6;6;530.0;
2026-02-02;00:00;MP2;Nat. Eingang;2880858T;NV DS Transporte;9;36;8864.0;
2026-02-02;00:00;MP2;Nat. Eingang;2881895T;NV Yeritsyan;1;1;136.0;
2026-02-02;00:00;MP2;Nat. Eingang;2886000T;WAB NV - Abholer;1;1;29.4;
2026-02-02;00:00;MP4;Nat. Ausgang;;;22;39;4095.6;
2026-02-02;00:00;MP4;Nat. Ausgang;2873701T;Linien Süd;1;3;685.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2875481T;Linien Mitte;1;12;425.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2876314T;Linien Südwest;1;1;35.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2876761T;Linien Ost;1;2;219.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2876781T;Linien Süd;1;1;180.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2877605T;Linien Süd;2;3;46.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2877609T;Linien Süd;1;1;270.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2877613T;Linien Südwest;1;1;2.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2877675T;Fernverkehr AS;1;2;157.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2878029T;Linien Ruhr;2;2;190.5;
2026-02-02;00:00;MP4;Nat. Ausgang;2878039T;Linien Ost;1;12;3408.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2878089T;Linien International;1;5;722.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2878220T;Linien Nord;1;2;108.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2878291T;Linien Ruhr;1;2;693.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2878846T;Linien International;14;20;5461.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2878850T;Linien International;29;55;10803.3;
2026-02-02;00:00;MP4;Nat. Ausgang;2878852T;Linien International;13;55;8130.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2878856T;Linien International;18;105;26092.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2878858T;Linien Mitte;8;195;68570.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2878860T;Linien Süd;14;435;8088.3;
2026-02-02;00:00;MP4;Nat. Ausgang;2878862T;Linien Süd;8;11;2075.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2878864T;Linien Süd;50;81;21977.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2878868T;Linien Süd;28;289;58516.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2878872T;Linien Süd;28;146;24907.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2878874T;Linien Süd;8;84;16495.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2878876T;Linien Südwest;48;178;28211.9;
2026-02-02;00:00;MP4;Nat. Ausgang;2878931T;Fernverkehr AS;35;65;8050.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2878935T;Fernverkehr AS;24;76;9171.2;
2026-02-02;00:00;MP4;Nat. Ausgang;2879285T;Linien Ruhr;33;83;17956.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879289T;Linien Ruhr;43;197;33629.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2879293T;Linien Ruhr;42;105;13873.3;
2026-02-02;00:00;MP4;Nat. Ausgang;2879297T;Linien Mitte;44;189;22519.2;
2026-02-02;00:00;MP4;Nat. Ausgang;2879301T;Linien Mitte;27;126;13226.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2879303T;Linien Ost;35;61;17559.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2879307T;Linien Südwest;29;89;23537.2;
2026-02-02;00:00;MP4;Nat. Ausgang;2879311T;Linien Südwest;37;271;63159.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879315T;Linien Süd;61;89;18976.9;
2026-02-02;00:00;MP4;Nat. Ausgang;2879319T;Linien Süd;40;183;29319.5;
2026-02-02;00:00;MP4;Nat. Ausgang;2879323T;Linien Süd;31;72;12624.5;
2026-02-02;00:00;MP4;Nat. Ausgang;2879327T;Linien Ost;24;118;6531.9;
2026-02-02;00:00;MP4;Nat. Ausgang;2879333T;Linien Süd;27;56;15348.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2879337T;Linien Mitte;21;85;16403.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2879341T;Linien Mitte;12;56;10554.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879347T;Linien Süd;26;134;33364.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2879349T;Linien Südwest;18;83;18799.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2879353T;Linien International;14;126;15460.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2879357T;Linien Ost;23;105;37651.9;
2026-02-02;00:00;MP4;Nat. Ausgang;2879474T;Linien International;40;71;16607.3;
2026-02-02;00:00;MP4;Nat. Ausgang;2879476T;Linien International;7;10;1585.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2879480T;Linien International;2;20;4182.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2879482T;Linien International;6;49;4237.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879484T;Linien Nord;33;75;13107.1;
2026-02-02;00:00;MP4;Nat. Ausgang;2879488T;Linien Nord;17;31;4240.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2879490T;Linien Süd;29;72;14062.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2879494T;Linien Süd;3;9;3040.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879496T;Linien Süd;31;73;35069.9;
2026-02-02;00:00;MP4;Nat. Ausgang;2879500T;Linien Süd;6;21;2430.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879507T;Linien Mitte;35;512;49693.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2879553T;Linien Nord;19;60;42410.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2879555T;Linien Ruhr;16;30;4117.5;
2026-02-02;00:00;MP4;Nat. Ausgang;2879557T;Linien Mitte;24;72;7274.6;
2026-02-02;00:00;MP4;Nat. Ausgang;2879561T;Linien Süd;16;75;14317.6;
2026-02-02;00:00;MP4;Nat. Ausgang;2879565T;Linien Süd;15;108;9233.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2879569T;Linien Süd;5;68;2593.3;
2026-02-02;00:00;MP4;Nat. Ausgang;2880180T;Fernverkehr AS;7;26;10345.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2880184T;Fernverkehr AS;9;29;2038.8;
2026-02-02;00:00;MP4;Nat. Ausgang;2880530T;Linien Ruhr;2;2;489.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2880538T;Linien Mitte;6;28;5834.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2880578T;Linien Mitte;11;31;2782.7;
2026-02-02;00:00;MP4;Nat. Ausgang;2880794T;Linien Nord;21;63;33270.2;
2026-02-02;00:00;MP4;Nat. Ausgang;2880952T;Linien Südwest;28;151;27059.4;
2026-02-02;00:00;MP4;Nat. Ausgang;2881106T;Linien International;1;1;19.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2881889T;Linien Mitte;12;15;4409.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2882236T;Linien International;15;42;7765.0;
2026-02-02;00:00;MP4;Nat. Ausgang;2883466T;WAB NV - großer NV;3;181;18959.0;
2026-02-02;00:00;MP4a;Sonderausgang;2872133T;NV DS Transporte;1;17;971.0;
2026-02-02;00:00;MP4a;Sonderausgang;2872673T;WAB NV - großer NV;1;1;75.0;
2026-02-02;00:00;MP4a;Sonderausgang;2873495T;NV AS Transporte;1;21;840.0;
2026-02-02;00:00;MP4a;Sonderausgang;2874358T;Sonderfahrten;1;4;1477.0;
2026-02-02;00:00;MP4a;Sonderausgang;2874367T;NV Silagi;1;1;58.0;
2026-02-02;00:00;MP4a;Sonderausgang;2874517T;NV Ciortan;1;16;2696.0;
2026-02-02;00:00;MP4a;Sonderausgang;2875749T;NV Tiroch;1;35;1610.0;
2026-02-02;00:00;MP4a;Sonderausgang;2875886T;NV Guth;1;2;800.0;
2026-02-02;00:00;MP4a;Sonderausgang;2876096T;NV Ciortan;1;2;205.0;
2026-02-02;00:00;MP4a;Sonderausgang;2876969T;NV Silagi;1;1;71.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877153T;WAB NV - großer NV;1;1;183.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877347T;NV DS Transporte;1;1;351.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877366T;Fallback;3;7;50.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877368T;Fallback;9;28;2489.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877810T;WAB NV - großer NV;2;2;303.0;
2026-02-02;00:00;MP4a;Sonderausgang;2877816T;WAB NV - großer NV;1;1;238.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878601T;NV DS Transporte;1;1;351.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878603T;NV Fischer;1;1;13.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878604T;NV Fischer;2;2;190.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878605T;NV Fischer;2;5;1030.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878607T;NV Fischer;3;6;2218.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878618T;NV Strauss;1;1;275.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878619T;NV Strauss;2;2;570.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878622T;NV AS Transporte;1;1;237.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878623T;NV AS Transporte;2;2;258.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878629T;Fallback;2;2;570.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878648T;NV DS Transporte;4;15;3701.2;
2026-02-02;00:00;MP4a;Sonderausgang;2878649T;NV DS Transporte;1;1;316.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878655T;NV DS Transporte;1;1;110.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878656T;NV DS Transporte;1;1;142.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878659T;NV Ciortan;1;1;65.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878662T;NV Ciortan;2;2;121.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878663T;NV AS Transporte;3;11;932.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878664T;NV AS Transporte;3;6;892.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878665T;NV AS Transporte;2;2;570.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878669T;NV DS Transporte;1;1;375.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878673T;NV AS Transporte;1;484;9680.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878674T;NV Ciortan;2;2;222.5;
2026-02-02;00:00;MP4a;Sonderausgang;2878676T;NV AS Transporte;1;4;644.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878682T;NV Tiroch;1;1;450.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878683T;NV Tiroch;4;28;909.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878684T;NV Tiroch;3;3;440.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878688T;NV Tiroch;18;29;670.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878689T;NV Tiroch;1;16;2843.9;
2026-02-02;00:00;MP4a;Sonderausgang;2878693T;NV AS Transporte;1;1;11.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878694T;NV AS Transporte;2;2;1015.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878711T;NV Alexandru;2;2;357.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878728T;NV Bogos Transporte;1;1;110.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878730T;NV VP Logistik;3;3;855.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878731T;NV VP Logistik;1;1;177.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878733T;NV VP Logistik;1;1;498.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878736T;NV Tuncay;1;9;1296.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878737T;NV Tuncay;1;1;98.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878738T;NV Tuncay;1;1;39.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878739T;NV Guth;3;3;370.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878741T;NV Guth;1;16;4104.2;
2026-02-02;00:00;MP4a;Sonderausgang;2878744T;NV Silagi;1;1;100.0;
2026-02-02;00:00;MP4a;Sonderausgang;2878981T;NV AS Transporte;1;1;46.1;
2026-02-02;00:00;MP4a;Sonderausgang;2878983T;NV Ciortan;2;17;2969.7;
2026-02-02;00:00;MP4a;Sonderausgang;2878985T;NV Ciortan;1;1;151.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879044T;WAB NV - großer NV;1;1;94.1;
2026-02-02;00:00;MP4a;Sonderausgang;2879054T;WAB NV - großer NV;1;1;133.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879064T;WAB NV - großer NV;8;8;1654.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879094T;WAB NV - großer NV;3;62;19955.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879128T;WAB NV - großer NV;3;7;617.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879148T;WAB NV - großer NV;1;36;13470.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879244T;WAB NV - großer NV;1;16;2705.9;
2026-02-02;00:00;MP4a;Sonderausgang;2879284T;Sonderfahrten;2;5;205.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879343T;NV Yeritsyan;1;1;21.4;
2026-02-02;00:00;MP4a;Sonderausgang;2879396T;WAB NV - großer NV;5;23;5055.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879523T;NV Yeritsyan;2;2;331.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879525T;Sonderfahrten;1;1;94.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879526T;Sonderfahrten;1;1;167.5;
2026-02-02;00:00;MP4a;Sonderausgang;2879531T;NV LT Trans;1;1;72.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879535T;NV Silagi;3;3;838.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879536T;NV Silagi;1;16;1128.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879538T;Sonderfahrten;1;9;900.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879540T;Sonderfahrten;9;67;2489.0;
2026-02-02;00:00;MP4a;Sonderausgang;2879593T;NV Silagi;3;3;828.0;
