scandatum;scanzeit;messpunkt;messpunktname;tour;dispogebiet;sendungen;colli;gewicht;ladezeit
2026-02-04;00:00;MP4a;Sonderausgang;2881680T;WAB NV - großer NV;2;17;5688.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881700T;WAB NV - großer NV;1;16;12000.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881710T;WAB NV - großer NV;2;50;8834.1;
2026-02-04;00:00;MP4a;Sonderausgang;2881730T;WAB NV - großer NV;1;8;8000.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881786T;WAB NV - großer NV;1;121;24200.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881816T;WAB NV - großer NV;3;30;4643.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881897T;NV Yeritsyan;1;1;137.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881898T;NV Yeritsyan;3;6;1396.0;
2026-02-04;00:00;MP4a;Sonderausgang;2881923T;WAB NV - großer NV;1;16;2592.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882017T;WAB NV - großer NV;2;17;13130.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882057T;Sonderfahrten;2;2;236.2;
2026-02-04;00:00;MP4a;Sonderausgang;2882075T;NV Yeritsyan;2;6;1964.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882080T;NV LT Trans;1;1;129.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882083T;NV LT Trans;1;1;384.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882085T;NV LT Trans;1;1;72.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882086T;NV LT Trans;1;16;176.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882087T;NV Silagi;5;5;791.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882088T;NV Silagi;1;1;60.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882090T;Sonderfahrten;1;1;570.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882092T;Sonderfahrten;1;1;201.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882144T;NV Silagi;2;3;974.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882145T;NV Silagi;1;4;510.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882148T;WAB NV - großer NV;1;1;36.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882150T;NV AS Transporte;1;1;123.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882190T;WAB NV - großer NV;1;4;1092.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882926T;WAB NV - großer NV;1;16;1600.0;
2026-02-04;00:00;MP4a;Sonderausgang;2882942T;WAB NV - großer NV;1;256;99328.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883421T;WAB NV - großer NV;1;4;444.8;
2026-02-04;00:00;MP4a;Sonderausgang;2883433T;NV AS Transporte;1;1;3.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883434T;NV Ciortan;2;2;268.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883436T;NV VP Logistik;1;1;131.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883437T;NV VP Logistik;4;4;395.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883438T;NV VP Logistik;2;5;1059.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883439T;NV Fischer;1;1;48.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883442T;NV DS Transporte;3;3;139.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883443T;NV Tiroch;2;2;1040.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883444T;NV Tiroch;1;1;400.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883446T;NV Tiroch;5;5;464.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883477T;NV Strauss;3;38;4661.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883478T;WAB NV - großer NV;12;12;1451.5;
2026-02-04;00:00;MP4a;Sonderausgang;2883515T;WAB NV - großer NV;3;183;25347.5;
2026-02-04;00:00;MP4a;Sonderausgang;2883550T;WAB NV - großer NV;5;25;5390.8;
2026-02-04;00:00;MP4a;Sonderausgang;2883559T;Linien Südwest;1;576;228936.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883598T;WAB NV - großer NV;12;73;16176.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883634T;WAB NV - großer NV;4;147;19592.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883636T;Sonderfahrten;4;4;834.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883655T;WAB NV - großer NV;3;30;2398.0;
2026-02-04;00:00;MP4a;Sonderausgang;2883686T;WAB NV - großer NV;1;1;35.0;
2026-02-04;00:00;MP4a;Sonderausgang;2888444T;Sonderfahrten;1;1;29.2;
2026-02-04;00:00;MP5;SE Entladung FV;;;1901;11375;2127110.5;
2026-02-04;00:00;MP7;SA Verladung FV;2878605T;NV Fischer;1;2;80.0;
2026-02-04;00:00;MP7;SA Verladung FV;2878981T;NV AS Transporte;1;3;1541.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881159T;NV DS Transporte;11;22;7649.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881160T;NV DS Transporte;8;29;1228.7;
2026-02-04;00:00;MP7;SA Verladung FV;2881161T;NV Fischer;16;34;5900.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881162T;NV Fischer;7;31;2123.1;
2026-02-04;00:00;MP7;SA Verladung FV;2881163T;NV Fischer;15;57;3386.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881164T;NV Fischer;7;24;7093.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881165T;NV Fischer;14;31;4029.3;
2026-02-04;00:00;MP7;SA Verladung FV;2881166T;NV DS Transporte;9;57;7214.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881167T;NV DS Transporte;1;49;2907.7;
2026-02-04;00:00;MP7;SA Verladung FV;2881168T;NV Strauss;9;44;6162.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881169T;NV Strauss;7;10;1448.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881172T;NV Strauss;13;25;707.9;
2026-02-04;00:00;MP7;SA Verladung FV;2881173T;NV Strauss;8;8;451.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881176T;NV Strauss;8;20;3562.8;
2026-02-04;00:00;MP7;SA Verladung FV;2881178T;NV DS Transporte;10;42;3001.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881179T;NV DS Transporte;10;77;12015.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881180T;NV AS Transporte;12;46;10159.9;
2026-02-04;00:00;MP7;SA Verladung FV;2881181T;NV AS Transporte;15;44;9954.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881184T;NV Fischer;7;30;12693.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881206T;NV DS Transporte;10;31;9307.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881207T;NV DS Transporte;9;44;6417.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881208T;NV Strauss;9;36;8469.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881209T;NV Strauss;8;46;8327.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881210T;NV DS Transporte;8;49;1135.5;
2026-02-04;00:00;MP7;SA Verladung FV;2881211T;NV DS Transporte;10;27;10476.3;
2026-02-04;00:00;MP7;SA Verladung FV;2881212T;NV DS Transporte;8;37;5921.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881213T;NV DS Transporte;8;14;1205.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881214T;NV DS Transporte;9;48;6771.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881216T;NV DS Transporte;10;21;652.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881217T;NV Ciortan;11;15;2860.9;
2026-02-04;00:00;MP7;SA Verladung FV;2881220T;NV Ciortan;16;22;822.5;
2026-02-04;00:00;MP7;SA Verladung FV;2881221T;NV AS Transporte;12;33;3971.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881222T;NV AS Transporte;10;29;3539.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881223T;NV AS Transporte;12;75;5857.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881226T;NV DS Transporte;8;62;8845.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881227T;NV DS Transporte;6;60;10626.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881228T;NV DS Transporte;11;14;660.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881229T;NV AS Transporte;14;114;18669.5;
2026-02-04;00:00;MP7;SA Verladung FV;2881231T;NV AS Transporte;13;76;8481.5;
2026-02-04;00:00;MP7;SA Verladung FV;2881232T;NV Ciortan;17;519;8705.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881234T;NV AS Transporte;10;418;6057.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881236T;NV AS Transporte;14;14;1256.1;
2026-02-04;00:00;MP7;SA Verladung FV;2881240T;NV Tiroch;14;32;1515.4;
2026-02-04;00:00;MP7;SA Verladung FV;2881241T;NV Tiroch;10;30;6837.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881242T;NV Tiroch;6;9;837.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881246T;NV Tiroch;3;1620;30284.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881247T;NV Tiroch;13;34;6146.4;
2026-02-04;00:00;MP7;SA Verladung FV;2881248T;DM AS-Transport;14;26;8909.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881249T;DM AS-Transport;10;37;12575.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881250T;DM AS-Transport;10;31;10493.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881252T;NV AS Transporte;13;19;1552.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881256T;DM AS-Transport;6;63;26492.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881257T;DM AS-Transport;6;12;3361.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881259T;NV AS Transporte;13;34;10385.8;
2026-02-04;00:00;MP7;SA Verladung FV;2881269T;NV Alexandru;13;19;3285.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881271T;NV Strauss;9;12;2344.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881272T;NV Strauss;8;8;1386.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881274T;Sonderfahrten;9;17;329.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881281T;NV AS Transporte;10;16;4493.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881282T;NV Bogos Transporte;13;31;3301.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881284T;NV Bogos Transporte;16;25;3577.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881286T;NV Bogos Transporte;8;26;3825.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881288T;NV VP Logistik;14;25;5795.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881289T;NV VP Logistik;10;40;2226.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881291T;NV VP Logistik;5;35;1482.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881294T;NV Tuncay;10;13;1939.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881295T;NV Tuncay;11;11;2599.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881296T;NV Tuncay;7;28;8705.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881297T;NV Guth;8;17;2543.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881298T;NV Guth;10;27;3061.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881299T;NV Guth;11;50;9109.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881300T;NV VP Logistik;8;35;8979.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881301T;Sonderfahrten;4;87;8271.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881302T;NV Silagi;14;17;1123.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881459T;DM AS-Transport;17;99;33664.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881461T;DM AS-Transport;12;73;22914.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881463T;DM AS-Transport;23;62;21404.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881465T;DM AS-Transport;12;48;17780.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881471T;DM AS-Transport;21;68;22761.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881473T;DM AS-Transport;12;48;15649.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881475T;DM AS-Transport;17;87;30553.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881477T;DM AS-Transport;16;43;15179.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881531T;NV AS Transporte;14;33;8243.4;
2026-02-04;00:00;MP7;SA Verladung FV;2881533T;NV AS Transporte;16;84;17815.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881535T;NV Ciortan;25;139;18581.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881537T;NV Ciortan;13;71;12628.8;
2026-02-04;00:00;MP7;SA Verladung FV;2881574T;WAB NV - großer NV;11;51;11969.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881584T;WAB NV - großer NV;11;55;23474.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881596T;WAB NV - großer NV;7;257;79957.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881606T;WAB NV - großer NV;5;5;1024.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881626T;WAB NV - großer NV;13;507;94520.4;
2026-02-04;00:00;MP7;SA Verladung FV;2881632T;WAB NV - großer NV;3;48;15665.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881660T;WAB NV - großer NV;15;57;25609.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881670T;WAB NV - großer NV;10;123;17179.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881680T;WAB NV - großer NV;3;27;8382.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881690T;WAB NV - großer NV;10;190;45919.4;
2026-02-04;00:00;MP7;SA Verladung FV;2881700T;WAB NV - großer NV;10;56;24048.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881710T;WAB NV - großer NV;9;64;4844.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881712T;WAB NV - großer NV;8;454;10751.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881730T;WAB NV - großer NV;9;104;35799.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881746T;WAB NV - großer NV;7;76;34581.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881770T;WAB NV - großer NV;5;20;4158.7;
2026-02-04;00:00;MP7;SA Verladung FV;2881786T;WAB NV - großer NV;2;5;2542.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881796T;WAB NV - großer NV;6;45;33961.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881826T;WAB NV - großer NV;3;68;30022.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881836T;Sonderfahrten;3;14;1605.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881883T;NV Ciortan;13;37;4665.0;
2026-02-04;00:00;MP7;SA Verladung FV;2881895T;NV Yeritsyan;15;50;6791.6;
2026-02-04;00:00;MP7;SA Verladung FV;2881897T;NV Yeritsyan;10;19;5791.5;
2026-02-04;00:00;MP7;SA Verladung FV;2881898T;NV Yeritsyan;10;104;3184.2;
2026-02-04;00:00;MP7;SA Verladung FV;2881923T;WAB NV - großer NV;4;15;4059.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882017T;WAB NV - großer NV;6;70;26281.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882054T;NV AS Transporte;14;37;9165.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882056T;NV Yeritsyan;14;17;1763.2;
2026-02-04;00:00;MP7;SA Verladung FV;2882057T;Sonderfahrten;5;5;870.8;
2026-02-04;00:00;MP7;SA Verladung FV;2882058T;NV VP Logistik;6;6;773.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882074T;NV Yeritsyan;5;5;1133.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882075T;NV Yeritsyan;11;71;13727.4;
2026-02-04;00:00;MP7;SA Verladung FV;2882077T;Sonderfahrten;8;8;473.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882078T;Sonderfahrten;2;82;5030.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882079T;NV LT Trans;6;6;617.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882080T;NV LT Trans;8;19;7634.6;
2026-02-04;00:00;MP7;SA Verladung FV;2882083T;NV LT Trans;6;17;3019.3;
2026-02-04;00:00;MP7;SA Verladung FV;2882084T;NV LT Trans;10;30;8197.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882085T;NV LT Trans;3;6;650.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882086T;NV LT Trans;13;34;9942.6;
2026-02-04;00:00;MP7;SA Verladung FV;2882087T;NV Silagi;11;43;9612.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882088T;NV Silagi;14;68;12453.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882090T;Sonderfahrten;6;6;289.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882092T;Sonderfahrten;5;45;4310.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882134T;WAB NV - großer NV;10;13;323.7;
2026-02-04;00:00;MP7;SA Verladung FV;2882144T;NV Silagi;10;25;9538.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882145T;NV Silagi;12;15;1575.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882265T;DM AS-Transport;6;21;9543.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882480T;NV Strauss;1;1;350.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882489T;NV AS Transporte;1;1;550.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882526T;NV Ciortan;2;2;121.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882538T;NV AS Transporte;2;2;163.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882590T;NV AS Transporte;1;1;120.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882596T;NV VP Logistik;1;1;80.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882844T;WAB NV - großer NV;1;1;292.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882849T;NV Ciortan;1;1;218.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882862T;WAB NV - großer NV;12;35;6493.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882874T;WAB NV - großer NV;1;1;90.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882926T;WAB NV - großer NV;5;68;11408.1;
2026-02-04;00:00;MP7;SA Verladung FV;2882942T;WAB NV - großer NV;2;61;12492.0;
2026-02-04;00:00;MP7;SA Verladung FV;2882956T;WAB NV - großer NV;1;675;121292.1;
2026-02-04;00:00;MP7;SA Verladung FV;2883000T;WAB NV - großer NV;2;25;16886.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883044T;WAB NV - großer NV;6;20;4606.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883181T;NV Ciortan;1;2;160.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883193T;NV Yeritsyan;1;1;289.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883246T;WAB NV - großer NV;1;2;344.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883421T;WAB NV - großer NV;8;18;1751.7;
2026-02-04;00:00;MP7;SA Verladung FV;2883432T;NV Silagi;1;4;496.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883433T;NV AS Transporte;4;4;608.5;
2026-02-04;00:00;MP7;SA Verladung FV;2883434T;NV Ciortan;10;42;4505.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883435T;NV VP Logistik;11;19;1457.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883436T;NV VP Logistik;1;1;105.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883437T;NV VP Logistik;1;1;145.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883438T;NV VP Logistik;1;1;55.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883439T;NV Fischer;12;18;5789.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883442T;NV DS Transporte;7;10;529.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883443T;NV Tiroch;7;15;2380.2;
2026-02-04;00:00;MP7;SA Verladung FV;2883444T;NV Tiroch;11;35;11289.6;
2026-02-04;00:00;MP7;SA Verladung FV;2883445T;NV Tiroch;10;29;5998.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883446T;NV Tiroch;5;24;8669.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883477T;NV Strauss;3;21;6360.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883478T;WAB NV - großer NV;11;37;8668.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883483T;Direkt ab Gersthofen;1;1;32.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883499T;NV DS Transporte;7;10;720.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883506T;WAB NV - großer NV;4;171;50637.6;
2026-02-04;00:00;MP7;SA Verladung FV;2883511T;Direkt ab Gersthofen;1;144;34512.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883515T;WAB NV - großer NV;4;25;4119.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883550T;WAB NV - großer NV;8;58;29957.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883598T;WAB NV - großer NV;11;105;21510.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883622T;Sonderfahrten;1;4;912.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883636T;Sonderfahrten;1;1;180.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883655T;WAB NV - großer NV;1;1;53.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883686T;WAB NV - großer NV;1;36;4314.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883833T;NV Ciortan;1;1;22.0;
2026-02-04;00:00;MP7;SA Verladung FV;2883857T;NV Tiroch;1;1;188.0;
2026-02-04;00:00;MP7;SA Verladung FV;2884392T;WAB NV - großer NV;1;169;36270.0;
2026-02-04;00:00;MP7;SA Verladung FV;2885443T;WAB NV - großer NV;1;25;2150.0;
2026-02-04;00:00;MP7;SA Verladung FV;2886028T;NV Tiroch;1;1;106.0;
2026-02-04;00:00;MP7;SA Verladung FV;2886771T;WAB NV - großer NV;1;2;1024.0;
2026-02-04;00:00;MP7;SA Verladung FV;2891061T;NV Silagi;1;1;780.0;
2026-02-04;00:00;MP9a;Sonderscan;;;49;225;35341.8;
2026-02-04;00:00;MP9b;NV Eingang;;;529;2101;283723.0;
2026-02-05;00:00;MP2;Nat. Eingang;;;6;101;24665.1;
2026-02-05;00:00;MP2;Nat. Eingang;2878945T;Hofmanagement;1;1;271.0;
2026-02-05;00:00;MP2;Nat. Eingang;2880960T;Charter;1;64;11120.0;
2026-02-05;00:00;MP2;Nat. Eingang;2881576T;WAB NV - Abholer;1;1;43.3;
2026-02-05;00:00;MP2;Nat. Eingang;2881762T;WAB NV - Abholer;1;72;14400.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882084T;NV LT Trans;1;1;65.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882469T;NV DS Transporte;2;101;6090.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882470T;NV Fischer;10;58;3960.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882472T;NV Fischer;5;71;10455.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882473T;NV Fischer;4;7;549.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882474T;NV Fischer;5;17;2594.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882475T;NV DS Transporte;6;59;17280.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882476T;NV DS Transporte;3;6;577.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882477T;NV Strauss;1;16;1600.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882478T;NV Strauss;3;18;1610.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882479T;NV Strauss;1;1;23.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882480T;NV Strauss;3;11;4160.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882481T;NV Strauss;1;1;70.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882485T;NV Strauss;1;4;40.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882486T;NV Strauss;13;13;2039.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882488T;NV DS Transporte;4;17;2687.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882490T;NV AS Transporte;12;109;2227.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882493T;NV Fischer;2;5;2240.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882516T;NV DS Transporte;4;45;7506.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882517T;NV Strauss;2;2;244.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882518T;NV Strauss;5;19;2253.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882519T;NV DS Transporte;1;1;110.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882520T;NV DS Transporte;1;1;67.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882521T;NV DS Transporte;7;10;3242.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882522T;NV DS Transporte;6;10;1861.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882523T;NV DS Transporte;1;1;61.5;
2026-02-05;00:00;MP2;Nat. Eingang;2882525T;NV DS Transporte;1;2;258.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882526T;NV Ciortan;6;25;3373.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882529T;NV Ciortan;3;3;229.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882530T;NV AS Transporte;1;1;200.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882531T;NV AS Transporte;5;15;5007.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882532T;NV AS Transporte;1;36;558.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882535T;NV DS Transporte;8;34;5127.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882536T;NV DS Transporte;4;39;5301.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882537T;NV DS Transporte;6;6;450.2;
2026-02-05;00:00;MP2;Nat. Eingang;2882538T;NV AS Transporte;1;1;800.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882540T;NV AS Transporte;5;20;4529.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882541T;NV Ciortan;2;5;482.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882545T;NV AS Transporte;2;2;150.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882548T;NV Tiroch;2;10;372.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882549T;NV Tiroch;2;17;2649.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882550T;NV Tiroch;8;29;3043.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882551T;NV Tiroch;7;13;8056.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882555T;NV Tiroch;9;9;840.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882556T;NV Tiroch;3;6;864.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882561T;NV AS Transporte;6;11;1508.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882568T;NV AS Transporte;9;34;4923.0;
2026-02-05;00:00;MP2;Nat. Eingang;2882578T;NV Alexandru;7;10;2646.0;
