scandatum;scanzeit;messpunkt;messpunktname;tour;dispogebiet;sendungen;colli;gewicht;ladezeit
2026-01-02;00:00;MP7;SA Verladung FV;2851368T;DM AS-Transport;8;30;9734.0;
2026-01-02;00:30;MP7;SA Verladung FV;2851364T;DM AS-Transport;3;5;1261.0;
2026-01-02;00:30;MP7;SA Verladung FV;2851368T;DM AS-Transport;9;18;6778.0;
2026-01-02;01:00;MP7;SA Verladung FV;2851364T;DM AS-Transport;7;13;4062.0;
2026-01-02;01:30;MP7;SA Verladung FV;2851364T;DM AS-Transport;18;31;10968.0;
2026-01-02;02:00;MP7;SA Verladung FV;2851366T;DM AS-Transport;8;11;3094.0;
2026-01-02;02:30;MP7;SA Verladung FV;2851366T;DM AS-Transport;11;25;6801.0;
2026-01-02;03:00;MP7;SA Verladung FV;2851366T;DM AS-Transport;10;32;9434.0;
2026-01-02;03:30;MP7;SA Verladung FV;2851362T;DM AS-Transport;16;54;18689.0;
2026-01-02;04:00;MP4;Nat. Ausgang;;;1;9;810.0;
2026-01-02;04:00;MP4a;Sonderausgang;2852104T;WAB NV - großer NV;1;9;810.0;
2026-01-02;04:00;MP7;SA Verladung FV;2851362T;DM AS-Transport;10;16;4574.0;
2026-01-02;04:00;MP7;SA Verladung FV;2851369T;DM AS-Transport;8;35;11348.0;
2026-01-02;04:00;MP7;SA Verladung FV;2852104T;WAB NV - großer NV;6;34;7970.0;
2026-01-02;04:00;MP7;SA Verladung FV;2852814T;WAB NV - großer NV;1;4;1600.0;
2026-01-02;04:30;MP4;Nat. Ausgang;;;1;1;106.0;
2026-01-02;04:30;MP4a;Sonderausgang;2852814T;WAB NV - großer NV;1;1;106.0;
2026-01-02;04:30;MP7;SA Verladung FV;2851369T;DM AS-Transport;11;24;9467.0;
2026-01-02;04:30;MP7;SA Verladung FV;2851372T;DM AS-Transport;10;22;7474.0;
2026-01-02;04:30;MP7;SA Verladung FV;2851868T;WAB NV - großer NV;2;117;63438.0;
2026-01-02;04:30;MP7;SA Verladung FV;2852104T;WAB NV - großer NV;2;12;8185.8;
2026-01-02;05:00;MP4;Nat. Ausgang;;;1;9;2502.0;
2026-01-02;05:00;MP4a;Sonderausgang;2851952T;WAB NV - großer NV;1;1;278.0;
2026-01-02;05:00;MP7;SA Verladung FV;2851375T;DM AS-Transport;10;46;18200.0;
2026-01-02;05:00;MP7;SA Verladung FV;2851952T;WAB NV - großer NV;1;6;1141.2;
2026-01-02;05:30;MP7;SA Verladung FV;2851375T;DM AS-Transport;14;24;6424.0;
2026-01-02;05:30;MP7;SA Verladung FV;2851417T;NV Tiroch;10;16;5682.0;
2026-01-02;06:00;MP4;Nat. Ausgang;;;1;1;24.0;
2026-01-02;06:00;MP4a;Sonderausgang;2854661T;NV Ciortan;1;1;24.0;
2026-01-02;06:00;MP7;SA Verladung FV;2851375T;DM AS-Transport;1;1;585.0;
2026-01-02;06:00;MP7;SA Verladung FV;2851412T;DM AS-Transport;10;21;7378.0;
2026-01-02;06:00;MP7;SA Verladung FV;2851482T;NV Ciortan;2;2;95.0;
2026-01-02;06:00;MP7;SA Verladung FV;2851502T;NV Tiroch;7;37;3935.0;
2026-01-02;06:00;MP7;SA Verladung FV;2852572T;NV Ciortan;1;1;60.0;
2026-01-02;06:00;MP7;SA Verladung FV;2855218T;NV Ciortan;1;1;55.0;
2026-01-02;06:00;MP7;SA Verladung FV;2855628T;NV Ciortan;2;2;159.0;
2026-01-02;06:00;MP7;SA Verladung FV;2855643T;NV Yeritsyan;1;1;110.0;
2026-01-02;06:00;MP7;SA Verladung FV;2855822T;NV Yeritsyan;1;1;13.0;
2026-01-02;06:00;MP7;SA Verladung FV;2856922T;NV Tiroch;2;17;2655.0;
2026-01-02;06:30;MP4a;Sonderausgang;2851531T;NV Alexandru;1;1;85.4;
2026-01-02;06:30;MP4a;Sonderausgang;2853484T;NV Ciortan;1;1;961.0;
2026-01-02;06:30;MP4a;Sonderausgang;2854959T;NV Ciortan;1;1;45.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851370T;DM AS-Transport;10;37;11453.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851419T;NV VP Logistik;10;35;11523.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851423T;NV VP Logistik;4;4;1031.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851482T;NV Ciortan;2;2;117.8;
2026-01-02;06:30;MP7;SA Verladung FV;2851496T;NV AS Transporte;6;6;1153.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851514T;NV AS Transporte;3;66;1801.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851531T;NV Alexandru;2;10;695.0;
2026-01-02;06:30;MP7;SA Verladung FV;2851542T;NV Ciortan;1;1;74.0;
2026-01-02;06:30;MP7;SA Verladung FV;2852551T;NV AS Transporte;1;1;60.0;
2026-01-02;06:30;MP7;SA Verladung FV;2853484T;NV Ciortan;3;3;394.0;
2026-01-02;06:30;MP7;SA Verladung FV;2853493T;WAB NV - großer NV;3;54;1381.0;
2026-01-02;06:30;MP7;SA Verladung FV;2854915T;NV AS Transporte;1;1;11.0;
2026-01-02;06:30;MP7;SA Verladung FV;2854959T;NV Ciortan;1;1;59.0;
2026-01-02;06:30;MP7;SA Verladung FV;2855216T;NV Ciortan;1;1;14.0;
2026-01-02;06:30;MP7;SA Verladung FV;2855643T;NV Yeritsyan;1;1;18.0;
2026-01-02;06:30;MP7;SA Verladung FV;2855998T;NV Ciortan;1;4;94.0;
2026-01-02;06:30;MP7;SA Verladung FV;2856680T;NV Yeritsyan;1;4;1720.0;
2026-01-02;07:00;MP4a;Sonderausgang;2851443T;NV DS Transporte;3;14;4637.0;
2026-01-02;07:00;MP4a;Sonderausgang;2851514T;NV AS Transporte;1;4;860.0;
2026-01-02;07:00;MP4a;Sonderausgang;2851546T;NV Bogos Transporte;1;1;160.1;
2026-01-02;07:00;MP4a;Sonderausgang;2854845T;NV DS Transporte;1;1;60.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851373T;DM AS-Transport;2;11;4208.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851414T;NV Fischer;3;3;1051.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851419T;NV VP Logistik;4;5;1977.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851423T;NV VP Logistik;9;12;4722.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851443T;NV DS Transporte;3;6;933.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851447T;NV Fischer;1;18;3738.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851477T;NV Ciortan;2;2;60.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851478T;NV DS Transporte;3;3;180.2;
2026-01-02;07:00;MP7;SA Verladung FV;2851496T;NV AS Transporte;1;1;88.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851513T;NV AS Transporte;5;5;335.6;
2026-01-02;07:00;MP7;SA Verladung FV;2851514T;NV AS Transporte;4;15;3227.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851531T;NV Alexandru;4;31;5185.0;
2026-01-02;07:00;MP7;SA Verladung FV;2851546T;NV Bogos Transporte;2;2;116.3;
2026-01-02;07:00;MP7;SA Verladung FV;2852509T;NV Ciortan;1;1;68.0;
2026-01-02;07:00;MP7;SA Verladung FV;2852543T;NV AS Transporte;1;1;71.0;
2026-01-02;07:00;MP7;SA Verladung FV;2854901T;NV AS Transporte;1;1;220.0;
2026-01-02;07:00;MP7;SA Verladung FV;2856924T;NV DS Transporte;1;1;25.0;
2026-01-02;07:30;MP4;Nat. Ausgang;;;1;10;132.0;
2026-01-02;07:30;MP4a;Sonderausgang;2851424T;NV DS Transporte;1;1;184.0;
2026-01-02;07:30;MP4a;Sonderausgang;2851443T;NV DS Transporte;1;4;1370.0;
2026-01-02;07:30;MP4a;Sonderausgang;2852377T;Sonderfahrten;1;1;30.0;
2026-01-02;07:30;MP5;SE Entladung FV;;;6;7;1256.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851373T;DM AS-Transport;7;20;7313.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851414T;NV Fischer;16;19;4929.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851423T;NV VP Logistik;3;6;1536.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851424T;NV DS Transporte;1;1;156.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851443T;NV DS Transporte;1;1;75.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851447T;NV Fischer;6;346;18095.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851477T;NV Ciortan;3;11;97.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851546T;NV Bogos Transporte;1;1;38.0;
2026-01-02;07:30;MP7;SA Verladung FV;2851858T;WAB NV - großer NV;1;1;33.0;
2026-01-02;07:30;MP7;SA Verladung FV;2852377T;Sonderfahrten;6;6;716.3;
2026-01-02;07:30;MP7;SA Verladung FV;2852509T;NV Ciortan;1;1;160.0;
2026-01-02;08:00;MP7;SA Verladung FV;2851413T;NV Fischer;9;35;11727.0;
2026-01-02;08:00;MP7;SA Verladung FV;2851422T;NV VP Logistik;7;11;3216.0;
2026-01-02;08:00;MP7;SA Verladung FV;2851424T;NV DS Transporte;2;2;215.1;
2026-01-02;08:00;MP7;SA Verladung FV;2851858T;WAB NV - großer NV;1;1;329.0;
2026-01-02;08:00;MP7;SA Verladung FV;2852498T;NV DS Transporte;1;1;109.0;
2026-01-02;08:30;MP7;SA Verladung FV;2851413T;NV Fischer;2;3;1180.0;
2026-01-02;08:30;MP7;SA Verladung FV;2851422T;NV VP Logistik;1;2;623.0;
2026-01-02;08:30;MP7;SA Verladung FV;2851564T;Sonderfahrten;7;15;1804.0;
2026-01-02;09:00;MP7;SA Verladung FV;2851371T;DM AS-Transport;8;14;5432.0;
2026-01-02;09:00;MP7;SA Verladung FV;2853498T;NV Fischer;3;3;1409.0;
2026-01-02;09:30;MP7;SA Verladung FV;2851411T;DM AS-Transport;9;23;6691.0;
2026-01-02;09:30;MP7;SA Verladung FV;2851418T;NV Tiroch;15;21;6214.0;
2026-01-02;09:30;MP7;SA Verladung FV;2853498T;NV Fischer;6;39;13659.0;
2026-01-02;09:30;MP7;SA Verladung FV;2853571T;DM AS-Transport;11;23;7845.0;
2026-01-02;10:00;MP2;Nat. Eingang;2852256T;WAB NV - Abholer;1;1;78.9;
2026-01-02;10:00;MP2;Nat. Eingang;2852281T;WAB NV - Abholer;15;65;27347.0;
2026-01-02;10:00;MP7;SA Verladung FV;2851365T;DM AS-Transport;8;42;13510.0;
2026-01-02;10:00;MP7;SA Verladung FV;2851514T;NV AS Transporte;1;4;631.0;
2026-01-02;10:00;MP7;SA Verladung FV;2852203T;NV Ciortan;7;18;1515.8;
2026-01-02;10:00;MP7;SA Verladung FV;2853498T;NV Fischer;6;15;5614.0;
2026-01-02;10:30;MP2;Nat. Eingang;;;2;8;982.6;
2026-01-02;10:30;MP2;Nat. Eingang;2851478T;NV DS Transporte;1;1;100.0;
2026-01-02;10:30;MP2;Nat. Eingang;2852256T;WAB NV - Abholer;22;28;3353.1;
2026-01-02;10:30;MP7;SA Verladung FV;2851365T;DM AS-Transport;10;40;15229.0;
2026-01-02;10:30;MP7;SA Verladung FV;2851415T;NV Fischer;8;11;4209.0;
2026-01-02;10:30;MP7;SA Verladung FV;2852587T;NV Tuncay;2;2;115.0;
2026-01-02;10:30;MP7;SA Verladung FV;2854973T;NV Tuncay;1;1;72.0;
2026-01-02;11:00;MP4;Nat. Ausgang;;;1;12;1904.0;
2026-01-02;11:00;MP4a;Sonderausgang;2856419T;WAB NV - großer NV;1;1;34.0;
2026-01-02;11:00;MP5;SE Entladung FV;;;10;39;19621.0;
2026-01-02;11:00;MP7;SA Verladung FV;2851367T;DM AS-Transport;2;41;14024.0;
2026-01-02;11:00;MP7;SA Verladung FV;2851376T;DM AS-Transport;8;34;13202.0;
2026-01-02;11:00;MP7;SA Verladung FV;2851411T;DM AS-Transport;2;3;481.0;
2026-01-02;11:00;MP7;SA Verladung FV;2851415T;NV Fischer;4;10;2933.0;
2026-01-02;11:00;MP7;SA Verladung FV;2853408T;NV Yeritsyan;2;2;169.0;
2026-01-02;11:00;MP7;SA Verladung FV;2854974T;NV Tuncay;1;1;35.0;
2026-01-02;11:00;MP7;SA Verladung FV;2855523T;WAB NV - großer NV;1;9;1650.0;
2026-01-02;11:00;MP7;SA Verladung FV;2856013T;NV Tuncay;1;1;116.0;
2026-01-02;11:30;MP2;Nat. Eingang;;;1;4;920.0;
2026-01-02;11:30;MP2;Nat. Eingang;2851424T;NV DS Transporte;3;3;465.0;
2026-01-02;11:30;MP2;Nat. Eingang;2851443T;NV DS Transporte;6;6;2494.0;
2026-01-02;11:30;MP2;Nat. Eingang;2851818T;WAB NV - Abholer;3;236;67992.0;
2026-01-02;11:30;MP2;Nat. Eingang;2851864T;WAB NV - Abholer;6;6;213.0;
2026-01-02;11:30;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;11;14;2267.0;
2026-01-02;11:30;MP2;Nat. Eingang;2852237T;WAB NV - Abholer;14;14;840.0;
2026-01-02;11:30;MP4a;Sonderausgang;2851410T;Direkt ab Gersthofen;1;1;77.0;
2026-01-02;11:30;MP5;SE Entladung FV;;;48;62;20861.5;
2026-01-02;11:30;MP7;SA Verladung FV;2851367T;DM AS-Transport;10;26;9153.0;
2026-01-02;11:30;MP7;SA Verladung FV;2851376T;DM AS-Transport;4;15;5676.0;
2026-01-02;11:30;MP7;SA Verladung FV;2851411T;DM AS-Transport;8;20;6210.0;
2026-01-02;11:30;MP7;SA Verladung FV;2851420T;NV VP Logistik;14;20;6701.0;
2026-01-02;11:30;MP7;SA Verladung FV;2851421T;NV VP Logistik;1;3;514.0;
2026-01-02;11:30;MP7;SA Verladung FV;2854973T;NV Tuncay;1;1;65.0;
2026-01-02;12:00;MP2;Nat. Eingang;2851864T;WAB NV - Abholer;1;1;32.0;
2026-01-02;12:00;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;1;1;36.0;
2026-01-02;12:00;MP2;Nat. Eingang;2852237T;WAB NV - Abholer;8;11;7452.0;
2026-01-02;12:00;MP2;Nat. Eingang;2853484T;NV Ciortan;4;7;917.0;
2026-01-02;12:00;MP4;Nat. Ausgang;;;1;1;63.6;
2026-01-02;12:00;MP4;Nat. Ausgang;2853223T;Linien Süd;8;8;480.4;
2026-01-02;12:00;MP7;SA Verladung FV;2851367T;DM AS-Transport;4;13;3229.0;
2026-01-02;12:00;MP7;SA Verladung FV;2851376T;DM AS-Transport;9;26;7008.0;
2026-01-02;12:00;MP7;SA Verladung FV;2851420T;NV VP Logistik;1;1;12.0;
2026-01-02;12:00;MP7;SA Verladung FV;2851421T;NV VP Logistik;11;30;10756.0;
2026-01-02;12:30;MP2;Nat. Eingang;2851818T;WAB NV - Abholer;2;588;160368.0;
2026-01-02;12:30;MP2;Nat. Eingang;2851954T;WAB NV - Abholer;16;47;18052.0;
2026-01-02;12:30;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;4;31;6966.0;
2026-01-02;12:30;MP4;Nat. Ausgang;;;4;29;1727.5;
2026-01-02;12:30;MP4;Nat. Ausgang;2852173T;Linien Mitte;19;47;4837.3;
2026-01-02;12:30;MP4;Nat. Ausgang;2853223T;Linien Süd;1;1;171.6;
2026-01-02;12:30;MP5;SE Entladung FV;;;25;44;14868.5;
2026-01-02;12:30;MP7;SA Verladung FV;2853571T;DM AS-Transport;6;12;4219.0;
2026-01-02;13:00;MP2;Nat. Eingang;2851502T;NV Tiroch;5;5;575.0;
2026-01-02;13:00;MP2;Nat. Eingang;2851514T;NV AS Transporte;1;1;100.0;
2026-01-02;13:00;MP2;Nat. Eingang;2852377T;Sonderfahrten;1;1;40.0;
2026-01-02;13:00;MP4;Nat. Ausgang;2852173T;Linien Mitte;2;2;462.5;
2026-01-02;13:00;MP4;Nat. Ausgang;2852714T;Linien Süd;15;24;5921.6;
2026-01-02;13:00;MP5;SE Entladung FV;;;47;86;35683.1;
2026-01-02;13:30;MP2;Nat. Eingang;2851447T;NV Fischer;7;25;7986.0;
2026-01-02;13:30;MP2;Nat. Eingang;2851564T;Sonderfahrten;1;1;53.0;
2026-01-02;13:30;MP2;Nat. Eingang;2851749T;Hofmanagement;1;9;225.0;
2026-01-02;13:30;MP2;Nat. Eingang;2851954T;WAB NV - Abholer;15;87;33276.0;
2026-01-02;13:30;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;1;15;3255.0;
2026-01-02;13:30;MP2;Nat. Eingang;2854669T;WAB NV - Abholer;4;93;7547.0;
2026-01-02;13:30;MP4;Nat. Ausgang;2851699T;Fernverkehr AS;8;14;2383.6;
2026-01-02;13:30;MP4;Nat. Ausgang;2852173T;Linien Mitte;3;4;765.5;
2026-01-02;13:30;MP4;Nat. Ausgang;2853227T;Linien Süd;3;66;2655.0;
2026-01-02;13:30;MP5;SE Entladung FV;;;29;62;24125.0;
2026-01-02;13:30;MP7;SA Verladung FV;2851363T;DM AS-Transport;4;11;2967.0;
2026-01-02;14:00;MP2;Nat. Eingang;2851531T;NV Alexandru;1;1;10.0;
2026-01-02;14:00;MP2;Nat. Eingang;2851822T;WAB NV - Abholer;2;26;4880.0;
2026-01-02;14:00;MP2;Nat. Eingang;2851864T;WAB NV - Abholer;8;11;1430.0;
2026-01-02;14:00;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;4;75;22121.0;
2026-01-02;14:00;MP4;Nat. Ausgang;;;2;2;78.0;
2026-01-02;14:00;MP4;Nat. Ausgang;2852173T;Linien Mitte;12;21;8550.4;
2026-01-02;14:00;MP4;Nat. Ausgang;2852183T;Linien Südwest;9;27;5773.5;
2026-01-02;14:00;MP4;Nat. Ausgang;2852848T;WAB NV - erweitert;10;13;2245.8;
2026-01-02;14:00;MP5;SE Entladung FV;;;13;56;20232.0;
2026-01-02;14:00;MP7;SA Verladung FV;2851363T;DM AS-Transport;14;27;9813.0;
2026-01-02;14:30;MP2;Nat. Eingang;;;1;2;193.0;
2026-01-02;14:30;MP2;Nat. Eingang;2851864T;WAB NV - Abholer;4;4;1019.0;
2026-01-02;14:30;MP2;Nat. Eingang;2851958T;WAB NV - Abholer;8;42;7061.0;
2026-01-02;14:30;MP2;Nat. Eingang;2852110T;WAB NV - Abholer;8;87;32475.0;
2026-01-02;14:30;MP4;Nat. Ausgang;2851699T;Fernverkehr AS;2;28;10900.0;
2026-01-02;14:30;MP4;Nat. Ausgang;2852173T;Linien Mitte;6;9;1631.0;
2026-01-02;14:30;MP4;Nat. Ausgang;2852183T;Linien Südwest;8;14;2420.8;
2026-01-02;14:30;MP7;SA Verladung FV;2851363T;DM AS-Transport;4;4;1320.0;
2026-01-02;15:00;MP2;Nat. Eingang;2851496T;NV AS Transporte;3;22;3182.3;
2026-01-02;15:00;MP2;Nat. Eingang;2851546T;NV Bogos Transporte;3;38;2763.0;
2026-01-02;15:00;MP2;Nat. Eingang;2851954T;WAB NV - Abholer;1;4;1570.0;
2026-01-02;15:00;MP2;Nat. Eingang;2851958T;WAB NV - Abholer;1;3;750.0;
2026-01-02;15:00;MP4;Nat. Ausgang;2851699T;Fernverkehr AS;2;7;415.0;
2026-01-02;15:00;MP4;Nat. Ausgang;2852173T;Linien Mitte;7;74;27107.4;
2026-01-02;15:00;MP4;Nat. Ausgang;2852183T;Linien Südwest;4;4;640.8;
2026-01-02;15:00;MP4;Nat. Ausgang;2852714T;Linien Süd;7;10;4538.0;
2026-01-02;15:00;MP4a;Sonderausgang;2851699T;Fernverkehr AS;1;100;30180.0;
2026-01-02;15:00;MP5;SE Entladung FV;;;16;23;7122.0;
2026-01-02;15:30;MP2;Nat. Eingang;;;1;4;448.3;
2026-01-02;15:30;MP2;Nat. Eingang;2851860T;WAB NV - Abholer;23;38;3073.9;
2026-01-02;15:30;MP4;Nat. Ausgang;2852183T;Linien Südwest;9;9;1102.8;
2026-01-02;15:30;MP4;Nat. Ausgang;2852848T;WAB NV - erweitert;1;1;118.0;
2026-01-02;15:30;MP4;Nat. Ausgang;2853223T;Linien Süd;2;2;375.6;
2026-01-02;15:30;MP5;SE Entladung FV;;;22;22;1324.0;
2026-01-02;16:00;MP2;Nat. Eingang;;;7;7;884.5;
2026-01-02;16:00;MP2;Nat. Eingang;2851958T;WAB NV - Abholer;3;17;2850.0;
2026-01-02;16:00;MP2;Nat. Eingang;2852106T;WAB NV - Abholer;2;10;2140.0;
2026-01-02;16:00;MP4;Nat. Ausgang;;;1;1;145.7;
2026-01-02;16:00;MP4;Nat. Ausgang;2852183T;Linien Südwest;5;148;38069.8;
2026-01-02;16:00;MP4;Nat. Ausgang;2853223T;Linien Süd;1;2;224.2;
2026-01-02;16:00;MP5;SE Entladung FV;;;25;31;4953.0;
2026-01-02;16:30;MP4;Nat. Ausgang;2852183T;Linien Südwest;5;5;524.7;
2026-01-02;17:00;MP5;SE Entladung FV;;;7;75;29118.0;
2026-01-02;17:30;MP5;SE Entladung FV;;;35;90;28676.0;
2026-01-02;18:00;MP5;SE Entladung FV;;;23;106;31256.0;
2026-01-02;18:30;MP5;SE Entladung FV;;;3;10;3351.0;
2026-01-02;19:00;MP5;SE Entladung FV;;;11;11;1532.0;
2026-01-02;19:00;MP7;SA Verladung FV;2853543T;DM AS-Transport;6;17;4748.0;
2026-01-02;19:00;MP7;SA Verladung FV;2853545T;DM AS-Transport;3;11;4117.0;
2026-01-02;19:00;MP7;SA Verladung FV;2853548T;DM AS-Transport;4;15;4980.0;
2026-01-02;19:00;MP7;SA Verladung FV;2853551T;DM AS-Transport;6;9;2895.0;
2026-01-02;19:00;MP7;SA Verladung FV;2853571T;DM AS-Transport;5;11;3626.0;
2026-01-02;20:00;MP5;SE Entladung FV;;;36;86;39449.0;
2026-01-02;20:00;MP7;SA Verladung FV;2853543T;DM AS-Transport;1;1;236.0;
2026-01-02;20:00;MP7;SA Verladung FV;2853545T;DM AS-Transport;3;3;479.0;
2026-01-02;20:00;MP7;SA Verladung FV;2853551T;DM AS-Transport;2;9;3483.0;
2026-01-02;20:30;MP5;SE Entladung FV;;;15;41;16156.0;
2026-01-02;20:30;MP7;SA Verladung FV;2853545T;DM AS-Transport;3;8;2808.0;
2026-01-02;20:30;MP7;SA Verladung FV;2853551T;DM AS-Transport;6;19;6203.0;
2026-01-02;21:00;MP5;SE Entladung FV;;;10;31;11361.0;
2026-01-02;21:00;MP7;SA Verladung FV;2853545T;DM AS-Transport;5;10;2359.0;
2026-01-02;21:00;MP7;SA Verladung FV;2853548T;DM AS-Transport;5;29;9759.0;
2026-01-02;21:30;MP7;SA Verladung FV;2853543T;DM AS-Transport;7;24;8719.0;
2026-01-02;21:30;MP7;SA Verladung FV;2853545T;DM AS-Transport;6;12;3625.0;
2026-01-02;21:30;MP7;SA Verladung FV;2853548T;DM AS-Transport;1;2;405.0;
2026-01-02;21:30;MP7;SA Verladung FV;2853551T;DM AS-Transport;6;20;6162.0;
2026-01-02;22:00;MP5;SE Entladung FV;;;41;42;8441.0;
2026-01-02;22:30;MP5;SE Entladung FV;;;32;55;12765.0;
2026-01-02;22:30;MP7;SA Verladung FV;2853548T;DM AS-Transport;3;14;4752.0;
2026-01-02;23:00;MP5;SE Entladung FV;;;17;68;20695.0;
2026-01-02;23:00;MP7;SA Verladung FV;2853548T;DM AS-Transport;3;27;13816.0;
2026-01-03;07:00;MP5;SE Entladung FV;;;8;15;7327.0;
2026-01-03;07:30;MP5;SE Entladung FV;;;15;53;26214.0;
2026-01-03;09:30;MP7;SA Verladung FV;2853544T;DM AS-Transport;10;34;9970.0;
2026-01-03;10:00;MP7;SA Verladung FV;2853544T;DM AS-Transport;8;25;8397.0;
2026-01-03;11:00;MP7;SA Verladung FV;2853547T;DM AS-Transport;1;1;342.0;
2026-01-03;11:30;MP7;SA Verladung FV;2853547T;DM AS-Transport;19;39;13049.0;
2026-01-03;12:00;MP5;SE Entladung FV;;;13;101;36090.0;
2026-01-03;12:00;MP7;SA Verladung FV;2850326T;DM AS-Transport;1;8;2216.0;
2026-01-03;12:00;MP7;SA Verladung FV;2853547T;DM AS-Transport;1;1;58.0;
2026-01-03;12:00;MP7;SA Verladung FV;2853553T;DM AS-Transport;5;23;7399.0;
2026-01-03;12:30;MP7;SA Verladung FV;2853553T;DM AS-Transport;5;14;4388.0;
2026-01-03;13:30;MP5;SE Entladung FV;;;2;7;2115.0;
2026-01-03;14:00;MP5;SE Entladung FV;;;13;98;33567.0;
2026-01-03;15:30;MP5;SE Entladung FV;;;5;27;11680.0;
2026-01-03;16:00;MP5;SE Entladung FV;;;24;72;31791.0;
2026-01-03;16:30;MP5;SE Entladung FV;;;9;15;6971.0;
2026-01-03;17:00;MP5;SE Entladung FV;;;1;1;457.0;
2026-01-03;18:00;MP5;SE Entladung FV;;;16;64;22864.0;
2026-01-03;18:30;MP5;SE Entladung FV;;;6;12;3297.0;
2026-01-04;23:00;MP5;SE Entladung FV;;;18;18;7163.0;
2026-01-05;00:00;MP5;SE Entladung FV;;;30;36;12844.0;
2026-01-05;00:30;MP5;SE Entladung FV;;;7;13;4625.0;
2026-01-05;01:00;MP7;SA Verladung FV;2852761T;DM AS-Transport;11;27;10473.0;
2026-01-05;01:30;MP7;SA Verladung FV;2852761T;DM AS-Transport;15;33;10165.0;
2026-01-05;02:00;MP5;SE Entladung FV;;;53;378;40097.0;
2026-01-05;02:00;MP7;SA Verladung FV;2852761T;DM AS-Transport;1;1;49.0;
2026-01-05;02:00;MP7;SA Verladung FV;2852773T;DM AS-Transport;18;35;12184.0;
2026-01-05;02:30;MP5;SE Entladung FV;;;49;343;23281.1;
2026-01-05;02:30;MP7;SA Verladung FV;2852757T;DM AS-Transport;9;57;21619.0;
2026-01-05;02:30;MP7;SA Verladung FV;2852773T;DM AS-Transport;8;11;3853.0;
2026-01-05;03:00;MP5;SE Entladung FV;;;16;50;11178.0;
2026-01-05;03:00;MP7;SA Verladung FV;2852757T;DM AS-Transport;11;33;10131.0;
2026-01-05;03:00;MP7;SA Verladung FV;2852984T;WAB NV - großer NV;2;18;15669.0;
2026-01-05;03:00;MP7;SA Verladung FV;2856293T;WAB NV - großer NV;1;25;12270.0;
2026-01-05;03:30;MP4;Nat. Ausgang;;;1;1;90.0;
2026-01-05;03:30;MP4a;Sonderausgang;2852104T;WAB NV - großer NV;4;12;4034.0;
2026-01-05;03:30;MP4a;Sonderausgang;2855277T;WAB NV - großer NV;2;5;366.0;
2026-01-05;03:30;MP4a;Sonderausgang;2855523T;WAB NV - großer NV;4;12;4034.0;
2026-01-05;03:30;MP5;SE Entladung FV;;;34;278;12220.0;
2026-01-05;03:30;MP7;SA Verladung FV;2852769T;DM AS-Transport;18;36;10962.0;
2026-01-05;03:30;MP7;SA Verladung FV;2852826T;WAB NV - großer NV;6;35;8743.0;
2026-01-05;03:30;MP7;SA Verladung FV;2852954T;WAB NV - großer NV;1;16;3976.0;
2026-01-05;03:30;MP7;SA Verladung FV;2854866T;Fallback;1;1;336.0;
2026-01-05;03:30;MP7;SA Verladung FV;2855277T;WAB NV - großer NV;1;4;1412.0;
2026-01-05;03:30;MP7;SA Verladung FV;2855341T;WAB NV - großer NV;8;14;621.0;
2026-01-05;03:30;MP9a;Sonderscan;;;5;5;329.0;
2026-01-05;03:30;MP9b;NV Eingang;;;1;1;45.0;
2026-01-05;04:00;MP4;Nat. Ausgang;;;1;16;7340.0;
2026-01-05;04:00;MP4a;Sonderausgang;2853136T;WAB NV - großer NV;1;16;7340.0;
2026-01-05;04:00;MP4a;Sonderausgang;2856591T;WAB NV - großer NV;1;36;15438.0;
